type;geometry/type;geometry/coordinates/0;geometry/coordinates/1;properties/campaign;properties/tubeId;properties/resultId;properties/value;properties/link;properties/group;properties/city;properties/height;properties/trafic;properties/info;properties/ostation;properties/remark;properties/address;properties/country;properties/year;properties/institut;properties/start;properties/stop
Feature;Point;20.4382367;44.7954136;DUH;;;78.50;;;Belgrade;;;Messung in Zusammenarbeit mit OASIS;;;Gosp. Mehana /Bou. Vojvode Misica  57;Serbien;2021;Messungen in Serbien 2019;06.03.2021;03.04.2021
Feature;Point;20.1637197;44.6660185;DUH;;;16.40;;;Obrenovac;;;Messung in Zusammenarbeit mit OASIS;;;Bogoljuba Urosevica Crnog 44;Serbien;2021;Messungen in Serbien 2019;06.03.2021;04.04.2021
Feature;Point;20.4183112;44.7822838;DUH;;;72.50;;;Belgrade;;;Messung in Zusammenarbeit mit OASIS;;;Kirovljeva  37a;Serbien;2021;Messungen in Serbien 2019;07.03.2021;03.04.2021
Feature;Point;20.4710417;44.8064338;DUH;;;56.20;;;Belgrade;;;Messung in Zusammenarbeit mit OASIS;;;Beogradska 60;Serbien;2021;Messungen in Serbien 2019;08.03.2021;01.04.2021
Feature;Point;20.4699561;44.8122297;DUH;;;73.20;;;Belgrade;;;Messung in Zusammenarbeit mit OASIS;;;Takovska  21;Serbien;2021;Messungen in Serbien 2019;08.03.2021;01.04.2021
Feature;Point;20.4583977;44.8125701;DUH;;;48.40;;;Belgrade;;;Messung in Zusammenarbeit mit OASIS;;;Kraljice Natalije  14;Serbien;2021;Messungen in Serbien 2019;08.03.2021;01.04.2021
Feature;Point;20.4558281;44.8145063;DUH;;;99.10;;;Belgrade;;;Messung in Zusammenarbeit mit OASIS;;;Brankova  11;Serbien;2021;Messungen in Serbien 2019;08.03.2021;01.04.2021
Feature;Point;20.4153957;44.7602513;DUH;;;60.30;;;Belgrade;;;Messung in Zusammenarbeit mit OASIS;;;Trgovacka  7;Serbien;2021;Messungen in Serbien 2019;08.03.2021;03.04.2021
Feature;Point;20.4710417;44.8064338;DUH;;;58.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Beogradska 60;Serbien;2021;Messungen in Serbien 2019;01.04.2021;03.05.2021
Feature;Point;20.4557795;44.8145154;DUH;;;77.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Brankova  11;Serbien;2021;Messungen in Serbien 2019;01.04.2021;29.04.2021
Feature;Point;20.4127799;44.8219058;DUH;;;61.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Omladinskih brigada 1;Serbien;2021;Messungen in Serbien 2019;01.04.2021;29.04.2021
Feature;Point;20.4106748;44.8448881;DUH;;;74.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Glavna  33;Serbien;2021;Messungen in Serbien 2019;01.04.2021;29.04.2021
Feature;Point;20.4699502;44.8122366;DUH;;;68.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Takovska  21;Serbien;2021;Messungen in Serbien 2019;01.04.2021;30.04.2021
Feature;Point;20.4583872;44.812567;DUH;;;44.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kraljice Natalije  14;Serbien;2021;Messungen in Serbien 2019;01.04.2021;30.04.2021
Feature;Point;20.4341318;44.7504605;DUH;;;18.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kneza Viseslava  29;Serbien;2021;Messungen in Serbien 2019;02.04.2021;02.05.2021
Feature;Point;20.4253145;44.7433847;DUH;;;36.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Pilota Mihajla Petrovica  67;Serbien;2021;Messungen in Serbien 2019;02.04.2021;30.04.2021
Feature;Point;20.4478042;44.7443121;DUH;;;53.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Borska  12;Serbien;2021;Messungen in Serbien 2019;02.04.2021;30.04.2021
Feature;Point;20.4670955;44.7643003;DUH;;;33.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Crnotravska 17;Serbien;2021;Messungen in Serbien 2019;02.04.2021;30.04.2021
Feature;Point;20.4153957;44.7602513;DUH;;;63.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Trgovacka  7;Serbien;2021;Messungen in Serbien 2019;03.04.2021;02.05.2021
Feature;Point;20.4183112;44.7822838;DUH;;;65.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kirovljeva  37a;Serbien;2021;Messungen in Serbien 2019;03.04.2021;29.04.2021
Feature;Point;20.4314033;44.7936988;DUH;;;69.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Gosp. Mehana /Bou. Vojvode Misica  57;Serbien;2021;Messungen in Serbien 2019;03.04.2021;29.04.2021
Feature;Point;20.4505953;44.7950595;DUH;;;62.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Boulevar Vojvode Putnika 7;Serbien;2021;Messungen in Serbien 2019;03.04.2021;29.04.2021
Feature;Point;20.4830385;44.7868556;DUH;;;55.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Krusevacka 39;Serbien;2021;Messungen in Serbien 2019;03.04.2021;30.04.2021
Feature;Point;20.3506489;44.7937953;DUH;;;12.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Bogoljuba Urosevica Crnog 44;Serbien;2021;Messungen in Serbien 2019;04.04.2021;01.05.2021
Feature;Point;20.4127799;44.8219058;DUH;;;51.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Omladinskih brigada 1;Serbien;2021;Messungen in Serbien 2019;29.04.2021;26.05.2021
Feature;Point;20.4106748;44.8448881;DUH;;;64.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Glavna  33;Serbien;2021;Messungen in Serbien 2019;29.04.2021;26.05.2021
Feature;Point;20.4183112;44.7822838;DUH;;;55.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kirovljeva  37a;Serbien;2021;Messungen in Serbien 2019;29.04.2021;29.05.2021
Feature;Point;20.4314033;44.7936988;DUH;;;72.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Gosp. Mehana /Bou. Vojvode Misica  57;Serbien;2021;Messungen in Serbien 2019;29.04.2021;29.05.2021
Feature;Point;20.4505953;44.7950595;DUH;;;60.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Boulevar Vojvode Putnika 7;Serbien;2021;Messungen in Serbien 2019;29.04.2021;29.05.2021
Feature;Point;20.4557795;44.8145154;DUH;;;81.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Brankova  11;Serbien;2021;Messungen in Serbien 2019;29.04.2021;29.05.2021
Feature;Point;20.4478042;44.7443121;DUH;;;51.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Borska  12;Serbien;2021;Messungen in Serbien 2019;30.04.2021;29.05.2021
Feature;Point;20.4670955;44.7643003;DUH;;;32.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Crnotravska 17;Serbien;2021;Messungen in Serbien 2019;30.04.2021;29.05.2021
Feature;Point;20.4830385;44.7868556;DUH;;;53.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Krusevacka 39;Serbien;2021;Messungen in Serbien 2019;30.04.2021;29.05.2021
Feature;Point;20.4699502;44.8122366;DUH;;;70.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Takovska  21;Serbien;2021;Messungen in Serbien 2019;30.04.2021;29.05.2021
Feature;Point;20.4583872;44.812567;DUH;;;44.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kraljice Natalije  14;Serbien;2021;Messungen in Serbien 2019;30.04.2021;29.05.2021
Feature;Point;20.4253145;44.7433847;DUH;;;36.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Pilota Mihajla Petrovica  67;Serbien;2021;Messungen in Serbien 2019;30.04.2021;30.05.2021
Feature;Point;20.3506489;44.7937953;DUH;;;8.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Bogoljuba Urosevica Crnog 44;Serbien;2021;Messungen in Serbien 2019;01.05.2021;30.05.2021
Feature;Point;20.4341318;44.7504605;DUH;;;26.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kneza Viseslava  29;Serbien;2021;Messungen in Serbien 2019;02.05.2021;30.05.2021
Feature;Point;20.4153957;44.7602513;DUH;;;54.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Trgovacka  7;Serbien;2021;Messungen in Serbien 2019;02.05.2021;30.05.2021
Feature;Point;20.4710417;44.8064338;DUH;;;57.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Beogradska 60;Serbien;2021;Messungen in Serbien 2019;03.05.2021;01.06.2021
Feature;Point;20.4127799;44.8219058;DUH;;;61.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Omladinskih brigada 1;Serbien;2021;Messungen in Serbien 2019;26.05.2021;26.06.2021
Feature;Point;20.4106748;44.8448881;DUH;;;66.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Glavna  33;Serbien;2021;Messungen in Serbien 2019;26.05.2021;26.06.2021
Feature;Point;20.4183112;44.7822838;DUH;;;69.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kirovljeva  37a;Serbien;2021;Messungen in Serbien 2019;29.05.2021;27.06.2021
Feature;Point;20.4670955;44.7643003;DUH;;;33.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Crnotravska 17;Serbien;2021;Messungen in Serbien 2019;29.05.2021;28.06.2021
Feature;Point;20.4830385;44.7868556;DUH;;;73.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Krusevacka 39;Serbien;2021;Messungen in Serbien 2019;29.05.2021;28.06.2021
Feature;Point;20.4699502;44.8122366;DUH;;;77.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Takovska  21;Serbien;2021;Messungen in Serbien 2019;29.05.2021;28.06.2021
Feature;Point;20.4478042;44.7443121;DUH;;;55.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Borska  12;Serbien;2021;Messungen in Serbien 2019;29.05.2021;29.06.2021
Feature;Point;20.4583872;44.812567;DUH;;;47.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kraljice Natalije  14;Serbien;2021;Messungen in Serbien 2019;29.05.2021;29.06.2021
Feature;Point;20.4557795;44.8145154;DUH;;;93.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Brankova  11;Serbien;2021;Messungen in Serbien 2019;29.05.2021;29.06.2021
Feature;Point;20.4153957;44.7602513;DUH;;;53.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Trgovacka  7;Serbien;2021;Messungen in Serbien 2019;30.05.2021;28.06.2021
Feature;Point;20.3506489;44.7937953;DUH;;;12.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Bogoljuba Urosevica Crnog 44;Serbien;2021;Messungen in Serbien 2019;30.05.2021;28.06.2021
Feature;Point;20.4253145;44.7433847;DUH;;;58.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Pilota Mihajla Petrovica  67;Serbien;2021;Messungen in Serbien 2019;30.05.2021;29.06.2021
Feature;Point;20.4341318;44.7504605;DUH;;;22.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kneza Viseslava  29;Serbien;2021;Messungen in Serbien 2019;30.05.2021;29.06.2021
Feature;Point;20.4314033;44.7936988;DUH;;;72.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Gosp. Mehana /Bou. Vojvode Misica  57;Serbien;2021;Messungen in Serbien 2019;31.05.2021;28.06.2021
Feature;Point;20.4505953;44.7950595;DUH;;;64.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Boulevar Vojvode Putnika 7;Serbien;2021;Messungen in Serbien 2019;31.05.2021;28.06.2021
Feature;Point;20.4710417;44.8064338;DUH;;;66.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Beogradska 60;Serbien;2021;Messungen in Serbien 2019;01.06.2021;29.06.2021
Feature;Point;20.4127799;44.8219058;DUH;;;61.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Omladinskih brigada 1;Serbien;2021;Messungen in Serbien 2019;26.06.2021;26.07.2021
Feature;Point;20.4106748;44.8448881;DUH;;;62.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Glavna  33;Serbien;2021;Messungen in Serbien 2019;26.06.2021;26.07.2021
Feature;Point;20.4183112;44.7822838;DUH;;;69.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kirovljeva  37a;Serbien;2021;Messungen in Serbien 2019;27.06.2021;27.07.2021
Feature;Point;20.4153957;44.7602513;DUH;;;57.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Trgovacka  7;Serbien;2021;Messungen in Serbien 2019;28.06.2021;27.07.2021
Feature;Point;20.4314033;44.7936988;DUH;;;90.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Gosp. Mehana /Bou. Vojvode Misica  57;Serbien;2021;Messungen in Serbien 2019;28.06.2021;27.07.2021
Feature;Point;20.3506489;44.7937953;DUH;;;10.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Bogoljuba Urosevica Crnog 44;Serbien;2021;Messungen in Serbien 2019;28.06.2021;27.07.2021
Feature;Point;20.4505953;44.7950595;DUH;;;64.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Boulevar Vojvode Putnika 7;Serbien;2021;Messungen in Serbien 2019;28.06.2021;27.07.2021
Feature;Point;20.4670955;44.7643003;DUH;;;35.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Crnotravska 17;Serbien;2021;Messungen in Serbien 2019;28.06.2021;28.07.2021
Feature;Point;20.4830385;44.7868556;DUH;;;60.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Krusevacka 39;Serbien;2021;Messungen in Serbien 2019;28.06.2021;28.07.2021
Feature;Point;20.4699502;44.8122366;DUH;;;73.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Takovska  21;Serbien;2021;Messungen in Serbien 2019;28.06.2021;28.07.2021
Feature;Point;20.4253145;44.7433847;DUH;;;45.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Pilota Mihajla Petrovica  67;Serbien;2021;Messungen in Serbien 2019;29.06.2021;28.07.2021
Feature;Point;20.4478042;44.7443121;DUH;;;56.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Borska  12;Serbien;2021;Messungen in Serbien 2019;29.06.2021;28.07.2021
Feature;Point;20.4341318;44.7504605;DUH;;;26.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kneza Viseslava  29;Serbien;2021;Messungen in Serbien 2019;29.06.2021;28.07.2021
Feature;Point;20.4583872;44.812567;DUH;;;47.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kraljice Natalije  14;Serbien;2021;Messungen in Serbien 2019;29.06.2021;28.07.2021
Feature;Point;20.4710417;44.8064338;DUH;;;68.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Beogradska 60;Serbien;2021;Messungen in Serbien 2019;29.06.2021;29.07.2021
Feature;Point;20.4557795;44.8145154;DUH;;;88.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Brankova  11;Serbien;2021;Messungen in Serbien 2019;29.06.2021;29.07.2021
Feature;Point;20.4127799;44.8219058;DUH;;;62.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Omladinskih brigada 1;Serbien;2021;Messungen in Serbien 2019;26.07.2021;26.08.2021
Feature;Point;20.4153957;44.7602513;DUH;;;55.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Trgovacka  7;Serbien;2021;Messungen in Serbien 2019;27.07.2021;25.08.2021
Feature;Point;20.4106748;44.8448881;DUH;;;70.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Glavna  33;Serbien;2021;Messungen in Serbien 2019;27.07.2021;26.08.2021
Feature;Point;20.4183112;44.7822838;DUH;;;89.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kirovljeva  37a;Serbien;2021;Messungen in Serbien 2019;27.07.2021;27.08.2021
Feature;Point;20.4253145;44.7433847;DUH;;;54.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Pilota Mihajla Petrovica  67;Serbien;2021;Messungen in Serbien 2019;28.07.2021;25.08.2021
Feature;Point;20.4478042;44.7443121;DUH;;;63.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Borska  12;Serbien;2021;Messungen in Serbien 2019;28.07.2021;26.08.2021
Feature;Point;20.4341318;44.7504605;DUH;;;29.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kneza Viseslava  29;Serbien;2021;Messungen in Serbien 2019;28.07.2021;26.08.2021
Feature;Point;20.4670955;44.7643003;DUH;;;44.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Crnotravska 17;Serbien;2021;Messungen in Serbien 2019;28.07.2021;26.08.2021
Feature;Point;20.4830385;44.7868556;DUH;;;73.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Krusevacka 39;Serbien;2021;Messungen in Serbien 2019;28.07.2021;26.08.2021
Feature;Point;20.4505953;44.7950595;DUH;;;76.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Boulevar Vojvode Putnika 7;Serbien;2021;Messungen in Serbien 2019;28.07.2021;26.08.2021
Feature;Point;20.4699502;44.8122366;DUH;;;80.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Takovska  21;Serbien;2021;Messungen in Serbien 2019;28.07.2021;26.08.2021
Feature;Point;20.4314033;44.7936988;DUH;;;74.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Gosp. Mehana /Bou. Vojvode Misica  57;Serbien;2021;Messungen in Serbien 2019;28.07.2021;28.08.2021
Feature;Point;20.4583872;44.812567;DUH;;;47.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kraljice Natalije  14;Serbien;2021;Messungen in Serbien 2019;28.07.2021;28.08.2021
Feature;Point;20.4710417;44.8064338;DUH;;;69.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Beogradska 60;Serbien;2021;Messungen in Serbien 2019;29.07.2021;28.08.2021
Feature;Point;20.4557795;44.8145154;DUH;;;83.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Brankova  11;Serbien;2021;Messungen in Serbien 2019;29.07.2021;28.08.2021
Feature;Point;20.4632582;44.8166767;DUH;;;50.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Boulevar Despota Stefana 1a;Serbien;2021;Messungen in Serbien 2019;06.08.2021;05.09.2021
Feature;Point;20.4253145;44.7433847;DUH;;;47.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Pilota Mihajla Petrovica  67;Serbien;2021;Messungen in Serbien 2019;25.08.2021;25.09.2021
Feature;Point;20.4153957;44.7602513;DUH;;;65.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Trgovacka  7;Serbien;2021;Messungen in Serbien 2019;25.08.2021;25.09.2021
Feature;Point;20.4478042;44.7443121;DUH;;;63.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Borska  12;Serbien;2021;Messungen in Serbien 2019;26.08.2021;25.09.2021
Feature;Point;20.4341318;44.7504605;DUH;;;27.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kneza Viseslava  29;Serbien;2021;Messungen in Serbien 2019;26.08.2021;25.09.2021
Feature;Point;20.4670955;44.7643003;DUH;;;39.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Crnotravska 17;Serbien;2021;Messungen in Serbien 2019;26.08.2021;25.09.2021
Feature;Point;20.4505953;44.7950595;DUH;;;71.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Boulevar Vojvode Putnika 7;Serbien;2021;Messungen in Serbien 2019;26.08.2021;25.09.2021
Feature;Point;20.4699502;44.8122366;DUH;;;76.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Takovska  21;Serbien;2021;Messungen in Serbien 2019;26.08.2021;25.09.2021
Feature;Point;20.4830385;44.7868556;DUH;;;68.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Krusevacka 39;Serbien;2021;Messungen in Serbien 2019;26.08.2021;26.09.2021
Feature;Point;20.4127799;44.8219058;DUH;;;68.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Omladinskih brigada 1;Serbien;2021;Messungen in Serbien 2019;26.08.2021;26.09.2021
Feature;Point;20.4106748;44.8448881;DUH;;;73.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Glavna  33;Serbien;2021;Messungen in Serbien 2019;26.08.2021;26.09.2021
Feature;Point;20.4314033;44.7936988;DUH;;;73.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Gosp. Mehana /Bou. Vojvode Misica  57;Serbien;2021;Messungen in Serbien 2019;28.08.2021;25.09.2021
Feature;Point;20.4710417;44.8064338;DUH;;;70.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Beogradska 60;Serbien;2021;Messungen in Serbien 2019;28.08.2021;25.09.2021
Feature;Point;20.4183112;44.7822838;DUH;;;74.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kirovljeva  37a;Serbien;2021;Messungen in Serbien 2019;28.08.2021;26.09.2021
Feature;Point;20.4583872;44.812567;DUH;;;51.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kraljice Natalije  14;Serbien;2021;Messungen in Serbien 2019;28.08.2021;26.09.2021
Feature;Point;20.4557795;44.8145154;DUH;;;98.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Brankova  11;Serbien;2021;Messungen in Serbien 2019;28.08.2021;27.09.2021
Feature;Point;20.4632582;44.8166767;DUH;;;57.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Boulevar Despota Stefana 1a;Serbien;2021;Messungen in Serbien 2019;06.09.2021;05.10.2021
Feature;Point;20.4710417;44.8064338;DUH;;;57.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Beogradska 60;Serbien;2021;Messungen in Serbien 2019;25.09.2021;22.10.2021
Feature;Point;20.4699502;44.8122366;DUH;;;60.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Takovska  21;Serbien;2021;Messungen in Serbien 2019;25.09.2021;22.10.2021
Feature;Point;20.4253145;44.7433847;DUH;;;25.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Pilota Mihajla Petrovica  67;Serbien;2021;Messungen in Serbien 2019;25.09.2021;23.10.2021
Feature;Point;20.4478042;44.7443121;DUH;;;39.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Borska  12;Serbien;2021;Messungen in Serbien 2019;25.09.2021;23.10.2021
Feature;Point;20.4341318;44.7504605;DUH;;;22.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kneza Viseslava  29;Serbien;2021;Messungen in Serbien 2019;25.09.2021;23.10.2021
Feature;Point;20.4153957;44.7602513;DUH;;;47.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Trgovacka  7;Serbien;2021;Messungen in Serbien 2019;25.09.2021;23.10.2021
Feature;Point;20.4670955;44.7643003;DUH;;;27.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Crnotravska 17;Serbien;2021;Messungen in Serbien 2019;25.09.2021;23.10.2021
Feature;Point;20.4314033;44.7936988;DUH;;;50.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Gosp. Mehana /Bou. Vojvode Misica  57;Serbien;2021;Messungen in Serbien 2019;25.09.2021;23.10.2021
Feature;Point;20.4505953;44.7950595;DUH;;;48.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Boulevar Vojvode Putnika 7;Serbien;2021;Messungen in Serbien 2019;25.09.2021;24.10.2021
Feature;Point;20.4583872;44.812567;DUH;;;37.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kraljice Natalije  14;Serbien;2021;Messungen in Serbien 2019;26.09.2021;22.10.2021
Feature;Point;20.4183112;44.7822838;DUH;;;53.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kirovljeva  37a;Serbien;2021;Messungen in Serbien 2019;26.09.2021;23.10.2021
Feature;Point;20.4830385;44.7868556;DUH;;;44.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Krusevacka 39;Serbien;2021;Messungen in Serbien 2019;26.09.2021;24.10.2021
Feature;Point;20.4127799;44.8219058;DUH;;;49.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Omladinskih brigada 1;Serbien;2021;Messungen in Serbien 2019;26.09.2021;24.10.2021
Feature;Point;20.4106748;44.8448881;DUH;;;59.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Glavna  33;Serbien;2021;Messungen in Serbien 2019;26.09.2021;24.10.2021
Feature;Point;20.4557795;44.8145154;DUH;;;71.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Brankova  11;Serbien;2021;Messungen in Serbien 2019;27.09.2021;22.10.2021
Feature;Point;20.4632582;44.8166767;DUH;;;43.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Boulevar Despota Stefana 1a;Serbien;2021;Messungen in Serbien 2019;05.10.2021;30.10.2021
Feature;Point;20.4710417;44.8064338;DUH;;;56.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Beogradska 60;Serbien;2021;Messungen in Serbien 2019;22.10.2021;20.11.2021
Feature;Point;20.4699502;44.8122366;DUH;;;53.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Takovska  21;Serbien;2021;Messungen in Serbien 2019;22.10.2021;20.11.2021
Feature;Point;20.4583872;44.812567;DUH;;;37.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kraljice Natalije  14;Serbien;2021;Messungen in Serbien 2019;22.10.2021;20.11.2021
Feature;Point;20.4557795;44.8145154;DUH;;;85.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Brankova  11;Serbien;2021;Messungen in Serbien 2019;22.10.2021;20.11.2021
Feature;Point;20.4253145;44.7433847;DUH;;;26.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Pilota Mihajla Petrovica  67;Serbien;2021;Messungen in Serbien 2019;23.10.2021;20.11.2021
Feature;Point;20.4478042;44.7443121;DUH;;;35.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Borska  12;Serbien;2021;Messungen in Serbien 2019;23.10.2021;20.11.2021
Feature;Point;20.4341318;44.7504605;DUH;;;23.00;;;Belgrade ;;;Messung in Zusammenarbeit mit OASIS;;;Kneza Viseslava  29;Serbien;2021;Messungen in Serbien 2019;23.10.2021;20.11.2021
