type;geometry/type;geometry/coordinates/0;geometry/coordinates/1;properties/campaign;properties/tubeId;properties/resultId;properties/value;properties/link;properties/group;properties/city;properties/height;properties/trafic;properties/info;properties/ostation;properties/remark;properties/address;properties/country;properties/year;properties/institut;properties/start;properties/stop
Feature;Point;22.8804229;40.6552227;DUH;;;47.80;;;THESSALONIKI;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;PERIFEREIAKH ODOS ;Griechenland;2020;Messungen in Griechenland;23.05.2020;21.06.2020
Feature;Point;22.9059916;40.6780673;DUH;;;26.10;;;EVOSMOS;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;MAIANDROU ;Griechenland;2020;Messungen in Griechenland;23.05.2020;21.06.2020
Feature;Point;8.6383725;49.2458041;DUH;;;21.10;;;ANW TOUMPA;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;KLEANTHOUS, 52;Deutschland;2020;Messungen in Griechenland;23.05.2020;21.06.2020
Feature;Point;22.9234641;40.6540956;DUH;;;25.60;;;AMPELOKIPOI;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;MEG. ALEXANDROY, 24;Griechenland;2020;Messungen in Griechenland;23.05.2020;22.06.2020
Feature;Point;22.9190106;40.6405347;DUH;;;24.80;;;EMPORIKO LIMANI THESSALON;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;26HS OKTWVRIOU, 64;Griechenland;2020;Messungen in Griechenland;24.05.2020;20.06.2020
Feature;Point;22.9619222;40.6441685;DUH;;;12.40;;;EPTAPURGIO-SYKIES;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;AGRAFWN, 47-55;Griechenland;2020;Messungen in Griechenland;24.05.2020;20.06.2020
Feature;Point;22.9481349;40.6299083;DUH;;;21.00;;;THESSALONIKI;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;LORDOU VURWNOS ;Griechenland;2020;Messungen in Griechenland;24.05.2020;21.06.2020
Feature;Point;22.9433583;40.6301284;DUH;;;24.70;;;THESSALONIKI;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;PARALIA THESSALONIKIS ;Griechenland;2020;Messungen in Griechenland;24.05.2020;21.06.2020
Feature;Point;22.9433583;40.6301284;DUH;;;26.70;;;PARALIA THESSALONIKIS;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;LEOFOROS NIKIS, 13;Griechenland;2020;Messungen in Griechenland;24.05.2020;21.06.2020
Feature;Point;22.9439326;40.6318074;DUH;;;55.30;;;THESSALONIKI;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;TSIMISKI, 56;Griechenland;2020;Messungen in Griechenland;24.05.2020;21.06.2020
Feature;Point;22.9451853;40.6339671;DUH;;;33.60;;;THESSALONIKI;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;AG.SOFIAS-ERMOY, 71;Griechenland;2020;Messungen in Griechenland;24.05.2020;21.06.2020
Feature;Point;22.9422581;40.6358798;DUH;;;32.10;;;THESSALONIKI;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;ERMOU-KAPANI, 24;Griechenland;2020;Messungen in Griechenland;24.05.2020;21.06.2020
Feature;Point;22.941439;40.63705;DUH;;;52.00;;;THESSALONIKI;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;EGNATIA, 56;Griechenland;2020;Messungen in Griechenland;24.05.2020;21.06.2020
Feature;Point;22.9478816;40.6382041;DUH;;;45.50;;;THESSALONIKI;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;AG. DIMITRIOU, 100;Griechenland;2020;Messungen in Griechenland;24.05.2020;21.06.2020
Feature;Point;22.9349936;40.6400931;DUH;;;42.80;;;THESSALONIKI;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;Plateia Dimokratias, 12;Griechenland;2020;Messungen in Griechenland;24.05.2020;21.06.2020
Feature;Point;22.9543543;40.6529183;DUH;;;18.50;;;ANW POLI;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;EPTAPYRGIOU, 48;Griechenland;2020;Messungen in Griechenland;24.05.2020;21.06.2020
Feature;Point;22.859184;40.6429179;DUH;;;15.70;;;KALOXWRI;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;SOFIAS VEMPO, 6;Griechenland;2020;Messungen in Griechenland;25.05.2020;20.06.2020
Feature;Point;22.8961821;40.6732065;DUH;;;18.20;;;ELEUTHERIO-KORDELIO;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;SKRA, 31;Griechenland;2020;Messungen in Griechenland;25.05.2020;20.06.2020
Feature;Point;22.9410221;40.6526968;DUH;;;25.00;;;NEAPOLI;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;IMVROU, 40;Griechenland;2020;Messungen in Griechenland;25.05.2020;21.06.2020
Feature;Point;22.9451953;40.6603841;DUH;;;33.60;;;POLIXNI;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;AGNWSTOU STRATIWTH, 41;Griechenland;2020;Messungen in Griechenland;25.05.2020;22.06.2020
Feature;Point;22.9541166;40.6897403;DUH;;;14.80;;;EUKARPIA;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;AG. KWNSTANTINOU (P. DHMOKRATIAS), 3;Griechenland;2020;Messungen in Griechenland;25.05.2020;23.06.2020
Feature;Point;22.9808661;40.6059569;DUH;;;15.90;;;KATW TOUMPA;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;??????????? , 40;Griechenland;2020;Messungen in Griechenland;25.05.2020;25.06.2020
Feature;Point;22.9552079;40.6572941;DUH;;;19.60;;;METEWRA;;;Messung in Zusammenarbeit mit Aristoteles-Universität Thessaloniki;;;VOULGAROKTONOU , 28;Griechenland;2020;Messungen in Griechenland;11.06.2020;07.07.2020
Feature;Point;19.0910356;47.4044785;DUH;;;17.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Szent István út 219;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.1277102;47.4628676;DUH;;;35.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Álmos u.2. (Wekerle telep) ;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.077576;47.4667339;DUH;;;34.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Soroksári út 60;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.0396623;47.4751124;DUH;;;32.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Kosztolányi Dezs? tér (official) ;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.0687072;47.4787577;DUH;;;35.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Tinódi u. 2. (Boráros tér) ;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.2565307;47.4803599;DUH;;;21.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Pesti út 168;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.0879941;47.4818577;DUH;;;28.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Haller u. 86. (Orczy tér) ;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.066963;47.486937;DUH;;;37.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Üll?i út 27. (Markusovszky tér) ;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.082766;47.4934387;DUH;;;35.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Teleki tér 9. (close to official) ;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.0514682;47.4992986;DUH;;;29.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Erzsébet tér – József Attila u. 16;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.023342;47.5012643;DUH;;;24.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Kék Golyó u. 2/b ;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.134226;47.5053839;DUH;;;32.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Bánki Donát utca 71-73;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.0826238;47.5054178;DUH;;;35.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Gy?rfi István u. 24;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.0282386;47.507901;DUH;;;31.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Csalogáy u. 52.(close to official station Széna tér) ;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.0537063;47.5121877;DUH;;;32.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Visegrádi u. 6;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.037149;47.514353;DUH;;;46.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Margit krt. (Frankel Leo u. 22.);Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.2038235;47.5150824;DUH;;;32.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Veres Péter út 172;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.183623;47.5241291;DUH;;;16.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Hermina út 63;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.1392293;47.541267;DUH;;;34.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Nyírpalota út 78. (1km from official) ;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;19.0396052;47.5431966;DUH;;;24.00;;;Budapest;;;Messung in Zusammenarbeit mit Clean Air Action Group ;;;Kórház u. 37. (Flórián tér) ;Ungarn;2021;Messungen in Ungarn;16.09.2021;14.10.2021
Feature;Point;23.266246;42.6689829;DUH;;;28.50;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;bul.  Tsar Boris III“ 136A AIS - IAOS;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.266246;42.6689829;DUH;;;28.50;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;bul.  Tsar Boris III“ ?136A AIS - IAOS;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.2681177;42.6700853;DUH;;;28.50;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;bul. Tsar Boris III 136A AIS - IAOS;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.2885173;42.6721082;DUH;;;23.10;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;ul.  Han Pagan  3 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.2885173;42.6721082;DUH;;;23.10;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;ul.  Han Pagan  ?3 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.2885173;42.6721082;DUH;;;23.10;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;ul. Han Pagan 3;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.2932839;42.6800708;DUH;;;25.20;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;zhk.  Hipodruma  15A AIS - Hipodruma ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.2932839;42.6800708;DUH;;;25.20;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;zhk.  Hipodruma  ?15A AIS - Hipodruma ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.2932839;42.6800708;DUH;;;25.20;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;zhk. Hipodruma 15A AIS - Hipodruma;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3135864;42.6848247;DUH;;;32.70;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Tsar Asen  120 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3135864;42.6848247;DUH;;;32.70;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Tsar Asen  ?120 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3135864;42.6848247;DUH;;;32.70;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. Tsar Asen 120;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3232008;42.6857581;DUH;;;60.40;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Rakovski“ 193;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3232008;42.6857581;DUH;;;60.40;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Rakovski“ ?193;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3232008;42.6857581;DUH;;;60.40;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. Rakovski 193;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3066022;42.6861898;DUH;;;32.00;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Viktor Grigorovich“ 42;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3066022;42.6861898;DUH;;;32.00;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Viktor Grigorovich“ ?42;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3066022;42.6861898;DUH;;;32.00;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. Viktor Grigorovich 42;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3218294;42.6889337;DUH;;;52.90;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. ..Angel Kanchev  43 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3218294;42.6889337;DUH;;;52.90;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. ..Angel Kanchev  ?43 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3218294;42.6889337;DUH;;;52.90;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. Angel Kanchev 43;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3373323;42.6910347;DUH;;;76.30;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;bul.  Tsar Osvoboditel   31 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3373323;42.6910347;DUH;;;76.30;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;bul.  Tsar Osvoboditel   ?31 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3373323;42.6910347;DUH;;;76.30;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;bul. Tsar Osvoboditel 31;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.2744868;42.6910912;DUH;;;43.00;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;zhk.  Krasna polyana 2“ bl. 38A;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.2744868;42.6910912;DUH;;;43.00;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;zhk.  Krasna polyana 2“ bl. 38A;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.2744868;42.6910912;DUH;;;43.00;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;zhk. Krasna polyana 2 bl. 38A;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3061675;42.6911392;DUH;;;34.10;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. Shipka 12;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.355704;42.6936381;DUH;;;44.20;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Maragidik“ 18;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.355704;42.6936381;DUH;;;44.20;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Maragidik“ ?18;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.355704;42.6936381;DUH;;;44.20;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. Maragidik 18;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3142347;42.6938781;DUH;;;34.60;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;bul.  Makedonia  7 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3142347;42.6938781;DUH;;;34.60;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;bul.  Makedonia  ?7 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3142347;42.6938781;DUH;;;34.60;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;bul. Makedonia 7;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3177611;42.6958641;DUH;;;34.10;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Shipka   12 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3177611;42.6958641;DUH;;;34.10;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Shipka   ?12 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3218675;42.6977082;DUH;;;31.80;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  sv. Teodosiy Tarnovski“ 11;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3218675;42.6977082;DUH;;;31.80;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  sv. Teodosiy Tarnovski“ ?11;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3218675;42.6977082;DUH;;;31.80;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. sv. Teodosiy Tarnovski 11;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3218675;42.6977082;DUH;;;26.50;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. Hristo Stanishev 20;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3153335;42.7007313;DUH;;;26.50;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Hristo Stanishev   20 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3153335;42.7007313;DUH;;;26.50;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Hristo Stanishev   ?20 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3314687;42.7018699;DUH;;;33.70;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. ..Dunav“  8;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3314687;42.7018699;DUH;;;33.70;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. ..Dunav“ ? 8;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3314687;42.7018699;DUH;;;33.70;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. Dunav  8;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3125434;42.7077117;DUH;;;39.90;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Kozloduy   108 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3125434;42.7077117;DUH;;;39.90;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Kozloduy   ?108 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3125434;42.7077117;DUH;;;39.90;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. Kozloduy 108;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.2518092;42.7099321;DUH;;;24.30;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. 605-ta zh.k. Lyulin 6;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.2516782;42.7131225;DUH;;;24.30;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  605-ta  . zh.k. Lyulin 6 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.2516782;42.7131225;DUH;;;24.30;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  605-ta  . zh.k. Lyulin 6 ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.298611;42.7325;DUH;;;15.80;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Republika“ 70 AIS - Nadezhda;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.298611;42.7325;DUH;;;15.80;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Republika“ ?70 AIS - Nadezhda;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.298611;42.7325;DUH;;;15.80;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. Republika 70 AIS - Nadezhda;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.799444;42.781389;DUH;;;22.10;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Vitinya  33G ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.799444;42.781389;DUH;;;22.10;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Vitinya  ?33G ;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.8;42.7833333;DUH;;;22.10;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. Vitinya 33G;Bulgarien;2019;Messungen in Bulgarien 2019;03.06.2019;30.06.2019
Feature;Point;23.3423178;42.6484692;DUH;;;31.80;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Atanas Manchev“ 18;Bulgarien;2019;Messungen in Bulgarien 2019;04.06.2019;01.07.2019
Feature;Point;23.3423178;42.6484692;DUH;;;31.80;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Atanas Manchev“ 18;Bulgarien;2019;Messungen in Bulgarien 2019;04.06.2019;01.07.2019
Feature;Point;23.3423178;42.6484692;DUH;;;31.80;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. Atanas Manchev 18;Bulgarien;2019;Messungen in Bulgarien 2019;04.06.2019;01.07.2019
Feature;Point;23.317174;42.659452;DUH;;;48.50;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;bul.  Cherni Vrah  51 ;Bulgarien;2019;Messungen in Bulgarien 2019;04.06.2019;01.07.2019
Feature;Point;23.317174;42.659452;DUH;;;48.50;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;bul.  Cherni Vrah  ?51 ;Bulgarien;2019;Messungen in Bulgarien 2019;04.06.2019;01.07.2019
Feature;Point;23.317174;42.659452;DUH;;;48.50;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;bul. Cherni Vrah 51;Bulgarien;2019;Messungen in Bulgarien 2019;04.06.2019;01.07.2019
Feature;Point;23.2983312;42.6646742;DUH;;;43.90;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Kostenski vodopad“ 59;Bulgarien;2019;Messungen in Bulgarien 2019;04.06.2019;01.07.2019
Feature;Point;23.2983312;42.6646742;DUH;;;43.90;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str.  Kostenski vodopad“ 59;Bulgarien;2019;Messungen in Bulgarien 2019;04.06.2019;01.07.2019
Feature;Point;23.2983312;42.6646742;DUH;;;43.90;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;str. Kostenski vodopad 59;Bulgarien;2019;Messungen in Bulgarien 2019;04.06.2019;01.07.2019
Feature;Point;23.3218675;42.6977082;DUH;;;19.90;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;Bussines Park Sofia. sgr. 12 vh. V;Bulgarien;2019;Messungen in Bulgarien 2019;04.06.2019;01.07.2019
Feature;Point;23.3218675;42.6977082;DUH;;;19.90;;;Sofia ;;;Messung in Zusammenarbeit mit Foundation Code: Bulgaria ;;;Bussines Park Sofia. sgr. 12 vh. V;Bulgarien;2019;Messungen in Bulgarien 2019;04.06.2019;01.07.2019
